id,original_title,popularity
1267,Meet the Robinsons,48.465
9509,Man on Fire,48.424
620,Ghostbusters,48.406
9016,Treasure Planet,48.401
604,The Matrix Reloaded,48.395
593910,Cinderella,48.384
338947,Hellraiser,48.381
460465,Mortal Kombat,48.347
206487,Predestination,48.345
964980,Air,48.32
764835,The Desperate Hour,48.313
774548,Desibel,48.309
4258,Scary Movie 5,48.303
12092,Alice in Wonderland,48.29
275,Fargo,48.22
416194,Skjelvet,48.219
828373,Entre nous,48.132
41154,Men in Black 3,48.114
1074080,Campeonex,48.035
10386,The Iron Giant,48.035
11619,Flushed Away,48.009
49018,Insidious,48.001
393345,Cult of Chucky,47.984
1246,Rocky Balboa,47.969
653578,Feels Good Man,47.849
1607,A Bronx Tale,47.827
6844,The Ten Commandments,47.79
1020696,Play Dead,47.788
75612,Oblivion,47.776
1124,The Prestige,47.743
11459,Sky High,47.712
674324,The Banshees of Inisherin,47.67
197640,Drei Schwedinnen in Oberbayern,47.666
8835,Legally Blonde,47.658
437557,Blockers,47.596
158852,Tomorrowland,47.591
9928,Robots,47.563
792293,Dumb Money,47.551
302699,Central Intelligence,47.513
993867,Eradication,47.501
315837,Ghost in the Shell,47.478
42994,MEMORIES,47.477
399360,Alpha,47.421
632727,Texas Chainsaw Massacre,47.398
9336,Police Academy,47.386
761851,His Only Son,47.375
9702,Bound by Honor,47.327
19912,The Final Destination,47.324
