tmdb_id,userId,rating
157336,140,5.0
157336,141,4.5
157336,142,4.5
157336,143,5.0
157336,144,5.0
157336,145,5.0
157336,146,4.0
157336,147,4.0
157336,148,4.0
157336,149,5.0
157336,150,4.0
157336,151,3.0
157336,152,4.0
157336,153,3.5
157336,154,5.0
157336,155,4.0
157336,156,4.5
157336,157,4.0
157336,158,5.0
157336,159,4.5
157336,160,3.5
157336,161,5.0
157336,162,4.0
157336,163,4.0
157336,164,4.0
157336,165,3.0
157336,166,5.0
157336,167,5.0
157336,168,0.5
157336,169,5.0
157336,170,4.0
157336,171,5.0
157336,172,4.5
157336,173,5.0
157336,174,3.5
157336,175,5.0
157336,176,4.5
157336,177,5.0
157336,178,2.5
157336,179,4.5
157336,180,3.5
157336,181,3.5
157336,182,5.0
157336,183,3.0
157336,184,3.5
157336,185,5.0
157336,186,4.0
157336,187,5.0
157336,188,5.0
157336,189,4.5
157336,190,5.0
157336,191,3.5
157336,192,5.0
157336,193,5.0
157336,194,5.0
157336,195,5.0
157336,196,5.0
157336,197,4.5
157336,198,5.0
157336,199,4.0
157336,200,4.0
157336,201,4.5
157336,202,4.5
157336,203,4.5
157336,204,5.0
157336,205,5.0
157336,206,3.0
157336,207,4.5
157336,208,4.0
157336,209,2.0
157336,210,4.0
157336,211,4.5
157336,212,5.0
157336,213,4.0
157336,214,4.0
157336,215,4.5
157336,216,5.0
157336,217,4.0
157336,218,2.0
157336,219,3.5
157336,220,4.5
157336,221,5.0
157336,222,3.0
157336,223,4.0
157336,224,3.5
157336,225,5.0
157336,226,4.5
157336,227,4.5
157336,228,4.0
157336,229,3.5
157336,230,5.0
157336,231,3.5
157336,232,5.0
157336,233,5.0
157336,234,3.0
157336,235,5.0
157336,236,4.0
157336,237,5.0
157336,238,4.0
157336,239,4.5
157336,240,5.0
157336,241,5.0
157336,242,2.5
157336,243,5.0
157336,244,5.0
157336,245,3.0
157336,246,4.0
157336,247,2.0
157336,248,5.0
157336,249,3.5
157336,250,3.5
157336,251,5.0
157336,252,4.0
157336,253,5.0
157336,254,5.0
157336,255,5.0
157336,256,5.0
157336,257,5.0
157336,258,3.5
157336,259,4.5
157336,260,4.0
157336,261,5.0
157336,262,4.0
157336,263,1.5
157336,264,4.0
157336,265,3.5
157336,266,2.5
157336,267,4.5
157336,268,3.5
157336,269,3.0
157336,270,3.0
157336,271,4.0
157336,272,4.0
157336,273,5.0
157336,274,0.5
157336,275,4.5
157336,276,4.0
157336,277,3.5
157336,278,2.5
157336,279,5.0
157336,280,5.0
157336,281,4.0
157336,282,3.0
157336,283,4.5
157336,284,4.0
157336,285,5.0
157336,286,4.5
157336,287,5.0
157336,288,5.0
157336,289,5.0
157336,290,5.0
157336,291,5.0
157336,292,5.0
157336,293,5.0
157336,294,5.0
157336,295,5.0
157336,296,3.0
157336,297,5.0
157336,298,5.0
157336,299,4.0
157336,300,4.5
157336,301,5.0
157336,302,4.0
157336,303,4.0
157336,304,4.0
157336,305,5.0
157336,306,4.0
157336,307,5.0
157336,308,0.5
157336,309,4.0
157336,310,5.0
157336,311,1.0
157336,312,3.5
157336,313,1.0
157336,314,5.0
157336,315,4.0
157336,316,4.5
157336,317,4.5
157336,318,3.0
157336,319,4.0
157336,320,5.0
157336,321,4.0
157336,322,5.0
157336,323,5.0
157336,324,3.0
157336,325,4.5
157336,326,4.5
157336,327,5.0
157336,328,5.0
157336,329,3.0
157336,330,4.5
157336,331,4.5
157336,332,5.0
157336,333,4.0
157336,334,5.0
157336,335,3.5
157336,336,3.5
157336,337,4.5
157336,338,3.5
157336,339,4.0
157336,340,2.0
157336,341,4.0
157336,342,3.0
157336,343,4.5
157336,344,4.0
157336,345,4.5
157336,346,5.0
157336,347,5.0
157336,348,3.0
157336,349,3.5
157336,350,4.5
157336,351,5.0
157336,352,3.0
157336,353,4.5
157336,354,4.0
157336,355,4.0
157336,356,5.0
157336,357,4.0
157336,358,5.0
157336,359,5.0
157336,360,5.0
157336,361,4.0
157336,362,4.5
157336,363,3.0
157336,364,4.0
157336,365,4.0
157336,366,4.0
157336,367,4.0
157336,368,3.0
157336,369,5.0
157336,370,3.0
157336,371,4.0
157336,372,2.0
157336,373,4.0
157336,374,4.5
157336,375,4.0
157336,376,3.5
157336,377,5.0
157336,378,4.5
157336,379,4.0
157336,380,3.5
157336,381,5.0
157336,382,4.0
157336,383,4.0
157336,384,4.0
157336,385,3.5
157336,386,5.0
157336,387,5.0
157336,388,4.5
157336,389,4.5
157336,390,5.0
157336,391,4.0
157336,392,2.5
157336,393,5.0
157336,394,4.0
157336,395,4.0
157336,396,1.0
157336,397,4.5
157336,398,5.0
157336,399,4.0
157336,400,2.0
157336,401,5.0
157336,402,5.0
157336,403,3.5
157336,404,4.5
157336,405,3.0
157336,406,3.5
157336,407,5.0
157336,408,3.5
157336,409,5.0
157336,410,4.5
157336,411,3.0
157336,412,3.5
157336,413,5.0
157336,414,3.5
157336,415,5.0
157336,416,3.5
157336,417,3.5
157336,418,5.0
157336,419,5.0
157336,420,3.5
157336,421,3.5
157336,422,3.5
157336,423,3.5
157336,424,4.0
157336,425,5.0
157336,426,4.0
157336,427,5.0
157336,428,3.5
157336,429,3.0
157336,430,4.0
157336,431,3.5
157336,432,4.5
157336,433,5.0
157336,434,4.0
157336,435,3.0
157336,436,5.0
157336,437,3.5
157336,438,5.0
157336,439,4.0
157336,440,4.0
157336,441,5.0
157336,442,5.0
157336,443,4.5
157336,444,4.5
157336,445,3.5
157336,446,3.5
157336,447,4.5
157336,448,4.0
157336,449,3.5
157336,450,4.5
157336,451,4.0
157336,452,4.0
157336,453,5.0
157336,454,3.5
157336,455,4.5
157336,456,4.5
157336,457,3.5
157336,458,4.0
157336,459,4.5
157336,460,4.5
157336,461,5.0
157336,462,2.5
157336,463,5.0
157336,464,3.0
157336,465,4.0
157336,466,4.5
157336,467,4.5
157336,468,5.0
157336,469,5.0
157336,470,2.5
157336,471,5.0
157336,472,4.0
157336,473,4.0
157336,474,4.5
157336,475,4.5
157336,476,5.0
157336,477,5.0
157336,478,5.0
157336,479,4.5
157336,480,4.5
157336,481,3.0
157336,482,4.0
157336,483,4.5
157336,484,3.5
157336,485,5.0
157336,486,3.5
157336,487,5.0
157336,488,5.0
157336,489,3.5
157336,490,4.5
157336,491,5.0
157336,492,5.0
157336,493,2.5
157336,494,5.0
157336,495,4.5
157336,496,5.0
157336,497,4.0
157336,498,5.0
157336,499,4.0
157336,500,5.0
157336,501,5.0
157336,502,5.0
157336,503,3.5
157336,504,5.0
157336,505,3.0
157336,506,5.0
157336,507,4.5
157336,508,5.0
157336,509,4.0
157336,510,3.5
157336,511,3.0
157336,512,4.0
157336,513,4.5
157336,514,4.0
157336,515,4.0
157336,516,5.0
157336,517,4.0
157336,518,3.5
157336,519,5.0
157336,520,4.5
157336,521,3.0
157336,522,4.5
157336,523,4.0
157336,524,5.0
157336,525,5.0
157336,526,4.0
157336,527,4.0
157336,528,5.0
157336,529,4.5
157336,530,5.0
157336,531,5.0
157336,532,2.5
157336,533,2.5
157336,534,4.0
157336,535,5.0
157336,536,4.0
157336,537,4.0
157336,538,4.0
157336,539,4.5
157336,540,2.0
157336,541,4.0
157336,542,4.0
157336,543,5.0
157336,544,5.0
157336,545,5.0
157336,546,4.0
157336,547,4.5
157336,548,3.5
157336,549,3.5
157336,550,4.0
157336,551,2.5
157336,552,5.0
157336,553,4.0
157336,554,4.0
157336,555,4.5
157336,556,3.0
157336,557,5.0
157336,558,4.0
157336,559,4.0
157336,560,5.0
157336,561,5.0
157336,562,2.0
157336,563,4.0
157336,564,4.5
157336,565,4.5
157336,566,0.5
157336,567,3.5
157336,568,5.0
157336,569,3.5
157336,570,4.0
157336,571,4.5
157336,572,2.0
157336,573,4.5
157336,574,4.0
157336,575,4.0
157336,576,5.0
157336,577,4.5
157336,578,3.0
157336,579,5.0
157336,580,4.0
157336,581,1.0
157336,582,1.0
157336,583,4.0
157336,584,2.0
157336,585,4.5
157336,586,3.0
157336,587,5.0
157336,588,4.0
157336,589,4.5
157336,590,3.5
157336,591,4.0
157336,592,5.0
157336,593,4.5
157336,594,5.0
157336,595,4.5
157336,596,5.0
157336,597,3.0
157336,598,3.5
157336,599,2.0
157336,600,3.5
157336,601,5.0
157336,602,3.5
157336,603,5.0
157336,604,5.0
157336,605,3.0
157336,606,5.0
157336,607,4.0
157336,608,4.5
157336,609,3.5
157336,610,4.5
157336,611,4.5
157336,612,5.0
157336,613,4.5
157336,614,5.0
157336,615,4.0
157336,616,0.5
157336,617,5.0
157336,618,5.0
157336,619,4.5
157336,620,4.5
157336,621,3.0
157336,622,3.5
157336,623,4.5
157336,624,4.0
157336,625,4.0
157336,626,4.5
157336,627,4.0
157336,628,4.0
157336,629,4.0
157336,630,5.0
157336,631,5.0
157336,632,5.0
157336,633,4.5
157336,634,5.0
157336,635,4.5
157336,636,4.5
157336,637,5.0
157336,638,3.5
157336,639,5.0
157336,640,5.0
157336,641,4.0
157336,642,5.0
157336,643,3.0
157336,644,4.5
157336,645,2.5
157336,646,4.5
157336,647,4.0
157336,648,2.5
157336,649,5.0
157336,650,5.0
157336,651,5.0
157336,652,4.5
157336,653,5.0
157336,654,5.0
157336,655,5.0
157336,656,5.0
157336,657,5.0
157336,658,3.5
157336,659,5.0
157336,660,5.0
157336,661,4.5
157336,662,4.5
157336,663,4.0
157336,664,4.5
157336,665,5.0
157336,666,4.5
157336,667,4.5
157336,668,3.0
157336,669,5.0
157336,670,4.0
157336,671,3.5
157336,672,2.5
157336,673,4.0
157336,674,4.5
157336,675,5.0
157336,676,5.0
157336,677,5.0
157336,678,4.0
157336,679,5.0
157336,680,4.5
157336,681,5.0
157336,682,4.5
157336,683,3.5
157336,684,3.5
157336,685,5.0
157336,686,3.5
157336,687,4.5
157336,688,5.0
157336,689,5.0
157336,690,3.0
157336,691,4.5
157336,692,5.0
157336,693,5.0
157336,694,3.5
157336,695,4.5
157336,696,4.0
157336,697,5.0
157336,698,5.0
157336,699,4.0
157336,700,5.0
157336,701,5.0
157336,702,4.0
157336,703,3.5
157336,704,5.0
157336,705,4.0
157336,706,4.0
157336,707,4.5
157336,708,4.0
157336,709,4.5
157336,710,4.0
157336,711,5.0
157336,712,4.0
157336,713,3.0
157336,714,4.0
157336,715,4.0
157336,716,3.5
157336,717,5.0
157336,718,5.0
157336,719,3.0
157336,720,5.0
157336,721,5.0
157336,722,5.0
157336,723,1.0
157336,724,5.0
157336,725,5.0
157336,726,4.5
157336,727,4.0
157336,728,5.0
157336,729,4.0
157336,730,5.0
157336,731,4.0
157336,732,5.0
157336,733,4.5
157336,734,4.0
157336,735,3.5
157336,736,4.5
157336,737,5.0
157336,738,4.0
157336,739,5.0
157336,740,5.0
157336,741,5.0
157336,742,3.0
27205,1,4.5
27205,743,5.0
27205,744,3.5
27205,745,4.5
27205,746,4.5
27205,4,5.0
27205,747,4.0
27205,5,3.5
27205,6,5.0
27205,7,5.0
27205,748,4.5
27205,8,5.0
27205,9,4.0
27205,749,4.0
27205,750,3.5
27205,10,4.5
27205,11,1.5
27205,12,5.0
27205,751,4.5
27205,752,4.5
27205,753,5.0
27205,14,5.0
27205,15,5.0
27205,754,5.0
27205,16,4.0
27205,755,4.0
27205,18,4.0
27205,19,5.0
27205,756,4.0
27205,20,3.5
27205,21,5.0
27205,22,3.5
27205,757,5.0
27205,758,4.5
27205,23,4.5
27205,24,4.0
27205,759,3.5
27205,760,4.0
27205,761,3.0
27205,25,2.0
27205,26,5.0
27205,27,4.0
27205,28,5.0
27205,29,5.0
27205,30,3.0
27205,762,4.0
27205,763,5.0
27205,764,2.0
27205,31,4.0
27205,33,4.0
27205,765,4.5
27205,766,5.0
27205,767,4.5
27205,768,4.0
27205,35,4.0
27205,36,5.0
27205,769,2.5
27205,770,5.0
27205,771,4.0
27205,772,5.0
27205,37,4.0
27205,773,5.0
27205,774,3.0
27205,775,5.0
27205,776,4.5
27205,777,5.0
27205,39,5.0
27205,40,5.0
27205,42,5.0
27205,43,4.5
27205,778,4.0
27205,779,4.0
27205,780,2.5
27205,45,4.0
27205,781,4.5
27205,782,5.0
27205,46,4.0
27205,47,5.0
27205,783,5.0
27205,48,3.0
27205,784,4.0
27205,49,4.0
27205,50,4.0
27205,785,3.0
27205,786,4.0
27205,51,4.5
27205,787,5.0
27205,788,5.0
27205,789,5.0
27205,790,4.5
27205,791,3.5
27205,792,3.5
27205,53,5.0
27205,54,4.0
27205,55,3.0
27205,793,4.0
27205,794,5.0
27205,795,1.5
27205,57,3.5
27205,796,4.5
27205,797,3.0
27205,58,4.0
27205,798,4.5
27205,59,3.0
27205,799,4.0
27205,800,4.5
27205,61,4.0
27205,62,3.5
27205,801,3.5
27205,64,5.0
27205,802,3.0
27205,65,5.0
27205,66,4.0
27205,67,5.0
27205,68,5.0
27205,803,5.0
27205,804,5.0
27205,805,1.5
27205,806,5.0
27205,807,4.0
27205,69,5.0
27205,808,3.5
27205,70,4.0
27205,809,4.0
27205,810,4.0
27205,811,2.5
27205,72,5.0
27205,812,3.0
27205,73,3.5
27205,74,4.0
27205,75,4.5
27205,813,4.5
27205,814,5.0
27205,76,4.0
27205,815,5.0
27205,77,5.0
27205,78,4.5
27205,816,4.5
27205,817,2.5
27205,79,4.5
27205,818,4.5
27205,81,5.0
27205,82,4.0
27205,819,4.0
27205,820,4.0
27205,83,4.5
27205,821,2.5
27205,822,5.0
27205,823,3.5
27205,824,4.0
27205,84,4.5
27205,85,5.0
27205,825,5.0
27205,826,2.5
27205,827,5.0
27205,87,5.0
27205,828,2.0
27205,829,4.0
27205,830,3.5
27205,831,4.5
27205,832,4.5
27205,88,3.0
27205,833,4.0
27205,89,4.0
27205,90,3.5
27205,834,4.0
27205,835,4.0
27205,91,5.0
27205,92,4.0
27205,93,4.5
27205,836,5.0
27205,837,3.0
27205,838,3.0
27205,94,4.0
27205,95,3.0
27205,96,3.5
27205,839,4.5
27205,97,5.0
27205,98,5.0
27205,840,4.0
27205,841,4.5
27205,99,4.5
27205,842,4.5
27205,843,4.0
27205,844,4.0
27205,100,4.0
27205,845,2.5
27205,102,4.0
27205,103,3.5
27205,846,4.5
27205,104,5.0
27205,105,5.0
27205,847,4.0
27205,848,4.0
27205,849,4.0
27205,850,5.0
27205,851,5.0
27205,108,2.0
27205,109,4.5
27205,852,3.0
27205,110,5.0
27205,853,5.0
27205,111,5.0
27205,113,5.0
27205,854,5.0
27205,855,3.5
27205,856,3.5
27205,857,4.5
27205,115,2.5
27205,116,4.5
27205,858,4.0
27205,118,5.0
27205,119,4.5
27205,859,3.5
27205,860,4.0
27205,120,3.5
27205,861,4.0
27205,862,5.0
27205,863,4.5
27205,864,1.0
27205,865,4.5
27205,866,3.0
27205,867,3.5
27205,868,4.0
27205,122,4.5
27205,123,4.5
27205,125,4.5
27205,869,1.5
27205,870,5.0
27205,871,5.0
27205,872,3.5
27205,873,5.0
27205,874,4.0
27205,875,3.5
27205,127,5.0
27205,876,1.5
27205,877,5.0
27205,128,4.0
27205,878,5.0
27205,879,4.5
27205,130,5.0
27205,131,5.0
27205,133,5.0
27205,134,4.0
27205,880,5.0
27205,881,5.0
27205,135,4.0
27205,882,3.0
27205,136,5.0
27205,137,5.0
27205,139,5.0
27205,140,4.5
27205,141,4.0
27205,883,5.0
27205,142,4.0
27205,143,4.0
27205,144,4.0
27205,884,4.0
27205,885,4.5
27205,886,4.0
27205,887,5.0
27205,146,4.0
27205,147,3.0
27205,148,4.5
27205,888,5.0
27205,889,4.0
27205,149,5.0
27205,890,4.5
27205,891,4.5
27205,150,4.5
27205,151,2.0
27205,892,5.0
27205,152,5.0
27205,153,3.0
27205,154,5.0
27205,893,5.0
27205,894,5.0
27205,895,3.5
27205,896,3.5
27205,897,2.5
27205,155,2.5
27205,898,4.0
27205,899,5.0
27205,900,5.0
27205,156,4.5
27205,901,4.5
27205,157,4.5
27205,902,4.5
27205,903,3.5
27205,158,5.0
27205,159,4.0
27205,904,5.0
27205,160,4.0
27205,161,5.0
27205,905,4.0
27205,906,4.5
27205,907,2.5
27205,908,3.5
27205,162,4.0
27205,909,5.0
27205,910,5.0
27205,163,4.5
27205,911,4.5
27205,912,4.5
27205,913,5.0
27205,914,4.0
27205,915,4.0
27205,165,5.0
27205,166,5.0
27205,916,5.0
27205,167,5.0
27205,917,3.5
27205,918,5.0
27205,168,0.5
27205,919,4.5
27205,169,4.5
27205,920,4.0
27205,170,3.5
27205,171,3.0
27205,921,4.0
27205,922,4.0
27205,172,4.5
27205,923,4.0
27205,173,5.0
27205,924,4.0
27205,925,5.0
27205,926,4.0
27205,174,3.5
27205,927,4.0
27205,928,4.0
27205,929,4.5
27205,175,4.0
27205,176,5.0
27205,930,4.5
27205,931,5.0
27205,932,4.5
27205,933,4.0
27205,934,5.0
27205,179,5.0
27205,935,4.0
27205,180,3.0
27205,181,0.5
27205,936,3.0
27205,182,5.0
27205,937,4.5
27205,938,3.0
27205,939,5.0
27205,940,5.0
27205,941,4.5
27205,184,3.5
27205,942,4.0
27205,943,5.0
27205,944,2.0
27205,185,4.0
27205,186,4.5
27205,945,5.0
27205,187,5.0
27205,946,0.5
27205,188,4.0
27205,190,5.0
27205,947,4.5
27205,948,4.5
27205,191,5.0
27205,192,2.5
27205,193,5.0
27205,194,4.0
27205,195,5.0
27205,949,5.0
27205,196,5.0
27205,197,4.5
27205,198,4.5
27205,950,4.0
27205,951,4.0
27205,952,3.5
27205,953,4.0
27205,199,4.0
27205,200,4.0
27205,954,4.0
27205,955,5.0
27205,956,4.5
27205,201,3.5
27205,957,4.0
27205,202,5.0
27205,203,5.0
27205,958,4.0
27205,959,4.5
27205,960,3.0
27205,204,5.0
27205,205,5.0
27205,961,4.0
27205,208,4.0
27205,209,3.0
27205,962,1.5
27205,211,3.5
27205,963,4.5
27205,212,4.0
27205,213,4.0
27205,964,4.5
27205,965,5.0
27205,966,5.0
27205,214,5.0
27205,215,4.5
27205,967,4.5
27205,968,5.0
27205,216,5.0
27205,217,4.5
27205,218,5.0
27205,219,4.5
27205,220,4.0
27205,221,5.0
27205,969,3.0
27205,223,3.5
27205,224,4.0
27205,970,0.5
27205,971,5.0
27205,225,4.0
27205,226,5.0
27205,972,2.5
27205,973,4.0
27205,974,3.0
27205,975,4.0
27205,976,4.0
27205,977,4.5
27205,230,5.0
27205,978,3.5
27205,979,2.5
27205,980,5.0
27205,231,4.0
27205,981,4.5
27205,982,4.0
27205,232,5.0
27205,233,4.5
27205,983,4.0
27205,984,2.5
27205,985,0.5
27205,986,5.0
27205,234,4.5
27205,235,5.0
27205,236,4.5
27205,987,2.0
27205,237,5.0
27205,238,5.0
27205,239,4.0
27205,988,5.0
27205,240,5.0
27205,241,5.0
27205,989,4.0
27205,990,4.0
27205,991,5.0
27205,992,5.0
27205,993,4.5
27205,994,5.0
27205,995,4.5
27205,996,1.5
27205,242,3.5
27205,243,5.0
27205,997,3.5
27205,244,5.0
27205,998,3.0
27205,245,4.0
27205,999,4.5
27205,1000,4.0
27205,248,5.0
27205,1001,5.0
27205,1002,4.0
27205,1003,5.0
27205,1004,2.5
27205,1005,5.0
27205,252,5.0
27205,253,4.5
27205,254,5.0
27205,1006,5.0
27205,255,5.0
27205,1007,4.0
27205,256,5.0
27205,257,3.0
27205,1008,5.0
27205,1009,2.0
27205,1010,5.0
27205,1011,5.0
27205,1012,4.0
27205,259,4.0
27205,1013,5.0
27205,1014,5.0
27205,261,5.0
27205,1015,3.0
27205,1016,4.0
27205,1017,3.0
27205,262,5.0
27205,1018,4.5
27205,1019,4.5
27205,1020,3.5
27205,1021,3.5
27205,1022,3.0
27205,263,3.0
27205,1023,4.5
27205,1024,3.5
27205,266,4.0
27205,1025,4.0
27205,1026,3.5
27205,1027,5.0
27205,1028,4.0
27205,1029,4.0
27205,1030,4.0
27205,267,4.0
27205,1031,4.5
27205,1032,5.0
27205,269,4.5
27205,1033,4.5
27205,1034,5.0
27205,1035,4.5
27205,1036,5.0
27205,271,4.0
27205,1037,4.0
27205,1038,4.5
27205,1039,1.0
27205,1040,4.0
27205,272,5.0
27205,1041,5.0
27205,273,4.5
27205,274,4.5
27205,1042,4.0
27205,1043,4.5
27205,275,4.0
27205,1044,3.0
27205,1045,5.0
27205,1046,4.0
27205,276,5.0
27205,1047,4.5
27205,277,3.5
27205,278,5.0
27205,279,5.0
27205,1048,4.5
27205,1049,5.0
27205,280,4.5
27205,281,3.5
27205,1050,4.5
27205,1051,1.0
27205,282,5.0
27205,283,5.0
27205,1052,4.0
27205,1053,3.5
27205,1054,3.5
27205,284,5.0
27205,1055,5.0
27205,1056,4.5
27205,1057,4.0
27205,1058,3.5
27205,285,5.0
27205,1059,4.5
27205,287,4.0
27205,1060,3.0
27205,1061,4.5
27205,1062,4.5
27205,1063,4.0
27205,1064,5.0
27205,288,5.0
27205,1065,5.0
27205,289,4.0
27205,291,5.0
27205,1066,4.5
27205,1067,3.5
27205,1068,3.5
27205,293,5.0
27205,294,5.0
27205,1069,3.5
27205,295,5.0
27205,296,5.0
27205,297,5.0
27205,1070,5.0
27205,298,5.0
27205,300,4.5
27205,303,4.0
27205,1071,4.0
27205,1072,4.0
27205,306,4.0
27205,1073,4.0
27205,1074,4.5
27205,1075,0.5
27205,309,4.5
27205,1076,4.0
27205,1077,3.5
27205,310,5.0
27205,311,5.0
27205,313,5.0
27205,314,5.0
27205,1078,3.5
27205,1079,5.0
27205,316,5.0
27205,1080,4.0
27205,1081,4.5
27205,1082,3.0
27205,1083,2.0
27205,1084,5.0
27205,1085,4.0
27205,1086,5.0
27205,317,5.0
27205,1087,4.5
27205,1088,1.5
27205,318,3.0
27205,319,4.5
27205,1089,4.5
27205,1090,5.0
27205,1091,4.5
27205,320,5.0
27205,1092,4.0
27205,321,5.0
27205,1093,5.0
27205,323,4.5
27205,1094,5.0
27205,1095,4.0
27205,324,4.5
27205,1096,5.0
27205,325,4.0
27205,326,4.5
27205,1097,5.0
27205,327,5.0
27205,328,5.0
27205,1098,4.5
27205,1099,4.0
27205,330,5.0
27205,331,4.5
27205,332,5.0
27205,1100,5.0
27205,334,4.0
27205,1101,5.0
27205,1102,4.0
27205,336,3.0
27205,1103,3.0
27205,1104,5.0
27205,1105,3.0
27205,337,4.0
27205,338,4.0
27205,1106,2.0
27205,339,3.5
27205,340,4.0
27205,341,4.0
27205,343,3.5
27205,344,5.0
27205,345,4.5
27205,1107,4.0
27205,1108,3.5
27205,347,5.0
27205,1109,5.0
27205,1110,4.0
27205,1111,3.5
27205,1112,4.0
27205,1113,4.5
27205,1114,3.5
27205,350,5.0
27205,351,5.0
27205,1115,4.5
27205,353,4.0
27205,354,4.0
27205,1116,4.0
27205,1117,3.5
27205,355,4.0
27205,1118,5.0
27205,1119,3.5
27205,357,3.5
27205,1120,3.0
27205,358,5.0
27205,359,4.5
27205,360,5.0
27205,1121,4.5
27205,361,4.5
27205,1122,4.0
27205,1123,4.5
27205,364,4.0
27205,365,4.0
27205,1124,5.0
27205,366,4.5
27205,1125,3.0
27205,1126,3.5
27205,1127,3.5
27205,1128,3.5
27205,1129,3.5
27205,371,5.0
27205,372,4.0
27205,1130,3.5
27205,1131,4.5
27205,376,5.0
27205,1132,3.5
27205,1133,5.0
27205,377,5.0
27205,1134,5.0
27205,378,4.5
27205,1135,3.5
27205,1136,3.0
27205,1137,3.0
27205,379,3.5
27205,1138,4.0
27205,380,5.0
27205,381,4.0
27205,1139,5.0
27205,382,4.0
27205,1140,3.5
27205,1141,3.5
27205,383,4.0
27205,1142,3.5
27205,1143,4.5
27205,384,4.5
27205,385,3.5
27205,1144,3.0
27205,387,5.0
27205,1145,5.0
27205,1146,4.0
27205,1147,4.0
27205,1148,5.0
27205,1149,4.0
27205,1150,5.0
27205,390,4.5
27205,1151,5.0
27205,1152,4.0
27205,1153,4.0
27205,1154,4.5
27205,1155,4.0
27205,391,4.0
27205,1156,4.5
27205,393,5.0
27205,1157,3.5
27205,1158,4.0
27205,1159,0.5
27205,1160,2.5
27205,394,4.0
27205,1161,4.5
27205,1162,4.0
27205,1163,3.5
27205,1164,4.5
27205,398,4.0
27205,1165,5.0
27205,1166,4.0
27205,399,5.0
27205,1167,5.0
27205,1168,4.5
27205,1169,5.0
27205,1170,4.5
27205,400,4.0
27205,1171,4.0
27205,402,5.0
27205,403,5.0
27205,1172,4.0
27205,1173,4.0
27205,404,4.5
27205,1174,3.5
27205,405,4.0
27205,406,4.5
27205,1175,4.0
27205,1176,4.5
27205,407,5.0
27205,1177,4.0
27205,408,3.5
27205,1178,3.0
27205,1179,4.5
27205,409,4.0
27205,1180,4.5
27205,1181,4.5
27205,410,4.5
27205,1182,3.0
27205,1183,5.0
27205,411,4.5
27205,412,2.0
27205,413,5.0
27205,1184,5.0
27205,1185,4.0
27205,1186,4.5
27205,1187,5.0
27205,1188,5.0
27205,416,5.0
27205,417,3.5
27205,418,5.0
27205,1189,4.5
27205,1190,4.0
27205,419,5.0
27205,420,4.0
27205,1191,4.0
27205,1192,5.0
27205,421,3.5
27205,422,4.0
27205,1193,4.5
27205,1194,3.5
27205,424,5.0
27205,1195,4.0
27205,425,5.0
27205,426,5.0
27205,1196,5.0
27205,1197,4.5
27205,1198,5.0
